iso3,category,category_name,type,type_name,prop_ssf,source
ROU,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.01300825799738671,Schuhbauer et al. (2017)
ROU,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
ROU,B,Capacity-enhancing,B7,Fuel subsidies,0.0035687862469929096,Schuhbauer et al. (2017)
ROU,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
ROU,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
ROU,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
RUS,A,Beneficial,A1,Fisheries management,0.17146687087303528,Schuhbauer et al. (2017)
RUS,A,Beneficial,A2,Fishery research and development,0.16068939701683402,Schuhbauer et al. (2017)
RUS,A,Beneficial,A3,Marine protected areas,0.15237922498642706,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B1,Boat construction and renovation,0.13588661262950794,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.20460688865454466,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.014115581998815623,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
RUS,B,Capacity-enhancing,B7,Fuel subsidies,0.05,Schuhbauer et al. (2017)
RUS,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
RUS,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
RUS,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
SAU,A,Beneficial,A1,Fisheries management,0.16266415618648933,Schuhbauer et al. (2017)
SAU,A,Beneficial,A2,Fishery research and development,0.1328665272243172,Schuhbauer et al. (2017)
SAU,A,Beneficial,A3,Marine protected areas,0.6490001700060425,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B2,Fisheries development projects,1.0921606580842714e-4,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SAU,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SAU,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SAU,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SAU,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SDN,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
SDN,A,Beneficial,A2,Fishery research and development,0.12439789998673835,Schuhbauer et al. (2017)
SDN,A,Beneficial,A3,Marine protected areas,0.545701785031116,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B2,Fisheries development projects,0.15041649597988596,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SDN,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SDN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SDN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SDN,C,Ambiguous,C3,Rural fisher communities,0.9999999692612784,Schuhbauer et al. (2017)
SEN,A,Beneficial,A1,Fisheries management,0.5344178900649373,Schuhbauer et al. (2017)
SEN,A,Beneficial,A2,Fishery research and development,0.49999988507133886,Schuhbauer et al. (2017)
SEN,A,Beneficial,A3,Marine protected areas,0.4409993090848549,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B2,Fisheries development projects,0.5000001329743797,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B3,Fishing port development,0.03854158637169506,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.708555989701927,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SEN,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
SEN,C,Ambiguous,C1,Fisher assistance,0.7083223326210498,Schuhbauer et al. (2017)
SEN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SEN,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SGP,A,Beneficial,A1,Fisheries management,0.01126961437613382,Schuhbauer et al. (2017)
SGP,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SGP,A,Beneficial,A3,Marine protected areas,0.4651863769028848,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SGP,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SGP,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SGP,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SGP,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
SLB,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
SLB,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SLB,A,Beneficial,A3,Marine protected areas,0.09236574299426681,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B1,Boat construction and renovation,0.03321515800429565,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B2,Fisheries development projects,0.41157715922433374,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SLB,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SLB,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SLB,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SLB,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SLE,A,Beneficial,A1,Fisheries management,0.9279405962427406,Schuhbauer et al. (2017)
SLE,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SLE,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B1,Boat construction and renovation,1,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B2,Fisheries development projects,0.3300000320374777,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SLE,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SLE,C,Ambiguous,C1,Fisher assistance,0.7083223324298538,Schuhbauer et al. (2017)
SLE,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SLE,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SLV,A,Beneficial,A1,Fisheries management,1,Schuhbauer et al. (2017)
SLV,A,Beneficial,A2,Fishery research and development,0.520394071944454,Schuhbauer et al. (2017)
SLV,A,Beneficial,A3,Marine protected areas,0.434750390968285,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B1,Boat construction and renovation,0.29831597329956816,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B2,Fisheries development projects,0.15341965600340926,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SLV,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SLV,C,Ambiguous,C1,Fisher assistance,0.4346770689269988,Schuhbauer et al. (2017)
SLV,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SLV,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SOM,A,Beneficial,A1,Fisheries management,0.3730850760429045,Schuhbauer et al. (2017)
SOM,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SOM,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SOM,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SOM,C,Ambiguous,C1,Fisher assistance,0.7589999999169796,Schuhbauer et al. (2017)
SOM,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SOM,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
STP,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
STP,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
STP,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.5685384596280948,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
STP,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
STP,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
STP,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
STP,C,Ambiguous,C3,Rural fisher communities,0.99999992500065,Schuhbauer et al. (2017)
SUR,A,Beneficial,A1,Fisheries management,0.42462624254927783,Schuhbauer et al. (2017)
SUR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SUR,A,Beneficial,A3,Marine protected areas,0.5189187410672004,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,1,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SUR,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SUR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SUR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SUR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SVN,A,Beneficial,A1,Fisheries management,0.19666780468840897,Schuhbauer et al. (2017)
SVN,A,Beneficial,A2,Fishery research and development,0.21767585097196968,Schuhbauer et al. (2017)
SVN,A,Beneficial,A3,Marine protected areas,0.27513979597915766,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B1,Boat construction and renovation,0.019411846163494787,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B2,Fisheries development projects,0.025979544902149616,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B3,Fishing port development,0.013879730999111078,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.01350119817977122,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SVN,B,Capacity-enhancing,B7,Fuel subsidies,0.0014687092896046485,Schuhbauer et al. (2017)
SVN,C,Ambiguous,C1,Fisher assistance,0.029583620972054324,Schuhbauer et al. (2017)
SVN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SVN,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
SWE,A,Beneficial,A1,Fisheries management,0.057572923241125534,Schuhbauer et al. (2017)
SWE,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SWE,A,Beneficial,A3,Marine protected areas,0.05300001700297467,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B1,Boat construction and renovation,0.16515927267403308,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B2,Fisheries development projects,0.9900000000029903,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B3,Fishing port development,0.08566473000038077,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.009273434689014409,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SWE,B,Capacity-enhancing,B7,Fuel subsidies,0.0882323532182051,Schuhbauer et al. (2017)
SWE,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SWE,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SWE,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
SYC,A,Beneficial,A1,Fisheries management,0.10771468783250703,Schuhbauer et al. (2017)
SYC,A,Beneficial,A2,Fishery research and development,0.11000048499031312,Schuhbauer et al. (2017)
SYC,A,Beneficial,A3,Marine protected areas,0.11000045602069791,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.014375361711222166,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SYC,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SYC,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SYC,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SYC,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
SYR,A,Beneficial,A1,Fisheries management,0.20435365534909192,Schuhbauer et al. (2017)
SYR,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
SYR,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
SYR,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
SYR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
SYR,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
SYR,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
TGO,A,Beneficial,A1,Fisheries management,0.33886600419395807,Schuhbauer et al. (2017)
TGO,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
TGO,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B2,Fisheries development projects,1,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B5,Non-fuel tax exemption,1,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TGO,B,Capacity-enhancing,B7,Fuel subsidies,1,Schuhbauer et al. (2017)
TGO,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
TGO,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
TGO,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
THA,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
THA,A,Beneficial,A2,Fishery research and development,0.13560289902630435,Schuhbauer et al. (2017)
THA,A,Beneficial,A3,Marine protected areas,0.4227989329686622,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.8619013285950383,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.24999999699567851,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
THA,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
THA,C,Ambiguous,C1,Fisher assistance,0.5290819709053856,Schuhbauer et al. (2017)
THA,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
THA,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
TLS,A,Beneficial,A1,Fisheries management,0.02213337211871928,Schuhbauer et al. (2017)
TLS,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
TLS,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TLS,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
TLS,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
TLS,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
TLS,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
TON,A,Beneficial,A1,Fisheries management,0.09055472001750066,Schuhbauer et al. (2017)
TON,A,Beneficial,A2,Fishery research and development,0.09163163100312305,Schuhbauer et al. (2017)
TON,A,Beneficial,A3,Marine protected areas,0.3339581879502657,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B1,Boat construction and renovation,0.10020821100243146,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B2,Fisheries development projects,0.47287011683581864,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TON,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
TON,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
TON,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
TON,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
TTO,A,Beneficial,A1,Fisheries management,0.5800000000000001,Schuhbauer et al. (2017)
TTO,A,Beneficial,A2,Fishery research and development,0.580000000206046,Schuhbauer et al. (2017)
TTO,A,Beneficial,A3,Marine protected areas,0.7091703769756608,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B1,Boat construction and renovation,0.842847120539122,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B2,Fisheries development projects,0.9983053442469545,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B3,Fishing port development,0.9188790561468102,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0.5799999999897086,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B5,Non-fuel tax exemption,0.6908452187279995,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TTO,B,Capacity-enhancing,B7,Fuel subsidies,0.45395435924370087,Schuhbauer et al. (2017)
TTO,C,Ambiguous,C1,Fisher assistance,0.580000000064462,Schuhbauer et al. (2017)
TTO,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
TTO,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
TUN,A,Beneficial,A1,Fisheries management,0.39999999992774643,Schuhbauer et al. (2017)
TUN,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
TUN,A,Beneficial,A3,Marine protected areas,0.2621034419883085,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B2,Fisheries development projects,0.13048311012763097,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TUN,B,Capacity-enhancing,B7,Fuel subsidies,0.06399999998690009,Schuhbauer et al. (2017)
TUN,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
TUN,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
TUN,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
TUR,A,Beneficial,A1,Fisheries management,0.15908879509851004,Schuhbauer et al. (2017)
TUR,A,Beneficial,A2,Fishery research and development,0.16000000000745843,Schuhbauer et al. (2017)
TUR,A,Beneficial,A3,Marine protected areas,0.16199996800404365,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B2,Fisheries development projects,4.57355070060877e-5,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TUR,B,Capacity-enhancing,B7,Fuel subsidies,0.15,Schuhbauer et al. (2017)
TUR,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
TUR,C,Ambiguous,C2,Vessel buyback programs,0.1599999999865126,Schuhbauer et al. (2017)
TUR,C,Ambiguous,C3,Rural fisher communities,1,Schuhbauer et al. (2017)
TUV,A,Beneficial,A1,Fisheries management,0,Schuhbauer et al. (2017)
TUV,A,Beneficial,A2,Fishery research and development,0,Schuhbauer et al. (2017)
TUV,A,Beneficial,A3,Marine protected areas,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B1,Boat construction and renovation,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B2,Fisheries development projects,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B3,Fishing port development,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B6,Fishing access agreements,0,Schuhbauer et al. (2017)
TUV,B,Capacity-enhancing,B7,Fuel subsidies,0,Schuhbauer et al. (2017)
TUV,C,Ambiguous,C1,Fisher assistance,0,Schuhbauer et al. (2017)
TUV,C,Ambiguous,C2,Vessel buyback programs,0,Schuhbauer et al. (2017)
TUV,C,Ambiguous,C3,Rural fisher communities,0,Schuhbauer et al. (2017)
TWN,A,Beneficial,A1,Fisheries management,0.030630024592793074,Schuhbauer et al. (2017)
